ticket_number,customer_uuid,product_code,category_code,root_cause_code,ticket_status,priority,subject,created_date,channel,app_version,resolved_date,resolution_time_hours,customer_satisfaction_score
TKT-007044,ae1b477c-d0af-4360-a0a7-eb33716bf63d,DS001,APP_CRASH,RC001,Closed,High,Issue with dSave Plus,2025-08-17,Web,v1.1,2025-08-19,1.4002401399598532,3.0
TKT-007045,16201a81-a974-4433-9e5d-e726171ec583,DIN002,PAYMENT,RC004,Resolved,Medium,Issue with dSave Premium,2025-08-26,Email,v1.1,2025-08-26,29.626527033171453,3.0
TKT-007046,0d9105dc-b611-4924-a9a9-cf9ca1bfc163,DIN002,TRANSFER,RC004,Closed,Medium,Issue with dSave Plus,2025-08-22,App,v1.1,2025-08-23,48.612971561761505,4.0
TKT-007047,7b351e09-ad18-47f5-9127-edc82f807c30,DIN002,LOAN,RC001,Open,Medium,Issue with dSave Plus,2025-08-23,App,v1.1,,,
TKT-007048,1a42d977-549f-4c87-8672-212e8175de0d,DIN002,SAVING,RC003,Resolved,Medium,Issue with dInvest Pro,2025-08-18,Phone,v1.1,2025-08-20,17.524238561137366,3.0
TKT-007049,47dcd312-f1b7-494c-ba5e-2d2202bd7e62,DI002,ACCOUNT,RC005,Closed,Medium,Issue with dInvest Pro,2025-09-03,Web,v1.1,2025-09-05,66.51573731469222,4.0
TKT-007050,9ac9c377-c4ab-45dd-a90f-fcc52e030711,DL001,TRANSFER,RC002,Resolved,Low,Issue with dInvest Pro,2025-09-06,Email,v1.1,2025-09-08,43.16207782392976,1.0
TKT-007051,0897b59e-731e-467d-bc2d-52a9469685cc,DS001,APP_CRASH,RC007,Resolved,Critical,Issue with dProtect Basic,2025-09-02,Phone,v1.1,2025-09-04,30.729973497538452,4.0
TKT-007052,be16750f-b6ae-42b2-b8ba-4b37dce89023,DS002,TRANSFER,RC007,Resolved,Medium,Issue with dSave Premium,2025-09-06,Email,v1.1,2025-09-07,46.69298084534199,1.0
TKT-007053,121374ec-d9f5-4388-9202-5cd5d0b8bcbb,DL002,ACCOUNT,RC007,Closed,Medium,Issue with dInvest Auto,2025-09-09,Phone,v1.1,2025-09-10,62.07672272984506,4.0
TKT-007054,657ddff3-92ed-42c0-a4c0-b977c406793c,DIN001,ACCOUNT,RC007,Closed,High,Issue with dProtect Basic,2025-08-23,Phone,v1.1,2025-08-23,49.08641341395073,5.0
TKT-007055,62f13cc8-29af-4645-9c25-8de9407f0eb2,DIN001,ACCOUNT,RC002,Open,Low,Issue with dLoan Quick,2025-09-05,App,v1.2,,,
TKT-007056,e83f4e25-8e36-4254-901d-c98b7c7519b7,DI001,APP_CRASH,RC005,Resolved,Medium,Issue with dInvest Pro,2025-08-26,Email,v1.1,2025-08-26,22.79015749940979,1.0
TKT-007057,b483a6ac-85c0-4f5c-b5e2-921fc1263ef9,DI001,LOAN,RC004,In Progress,Low,Issue with dLoan Quick,2025-09-02,Web,v1.1,,,
TKT-007058,a4285cc0-745e-43fd-aac0-6056711e20c3,DIN001,APP_CRASH,RC002,Closed,Medium,Issue with dSave Plus,2025-08-21,Web,v1.1,2025-08-22,71.34724581728786,1.0
TKT-007059,d84da565-0355-423e-a934-2c65a161c051,DI001,LOGIN,RC004,Closed,Low,Issue with dLoan Quick,2025-09-04,Email,v1.2,2025-09-06,11.69427294592259,5.0
TKT-007060,34198253-cb3c-415c-98d5-e39f8cd38f04,DL001,SAVING,RC005,Closed,Medium,Issue with dLoan Quick,2025-08-31,Phone,v1.1,2025-08-31,8.530777750118112,5.0
TKT-007061,a19fe22a-7788-41a1-a597-b0b5a43ef9dd,DS001,LOAN,RC002,Resolved,Medium,Issue with dLoan Flexi,2025-08-31,Web,v1.1,2025-09-02,49.571207931241354,3.0
TKT-007062,5d499960-2c7b-41ba-9e2d-774e81516fff,DI002,SAVING,RC007,Closed,Medium,Issue with dInvest Pro,2025-09-09,Phone,v1.1,2025-09-12,60.82629515883592,5.0
TKT-007063,4a652e1c-b851-4145-962a-eb17d79df76c,DIN001,SAVING,RC004,In Progress,Critical,Issue with dSave Premium,2025-08-13,App,v1.1,,,
TKT-007064,85d206ee-edc8-4e12-855a-9e57dae53a6e,DS002,APP_CRASH,RC003,In Progress,Low,Issue with dInvest Auto,2025-09-05,Phone,v1.1,,,
TKT-007065,ba87b2ab-d209-4da6-8677-0fdf395378d4,DL001,APP_CRASH,RC005,Resolved,Low,Issue with dLoan Quick,2025-09-01,Email,v1.1,2025-09-03,35.68850560981412,1.0
TKT-007066,1d7cf46d-3836-413c-9c6f-ec01f57f2bba,DI001,TRANSFER,RC005,In Progress,Critical,Issue with dLoan Flexi,2025-08-20,App,v1.1,,,
TKT-007067,9ab9c882-cb45-4242-b50a-354c3d8ede19,DL001,LOAN,RC004,Open,Medium,Issue with dProtect Basic,2025-08-16,Phone,v1.1,,,
TKT-007068,a144975c-4fa0-4298-bc8f-db35fcdea29f,DI002,TRANSFER,RC007,Closed,Low,Issue with dLoan Flexi,2025-08-13,Email,v1.1,2025-08-15,65.6699755388024,2.0
TKT-007069,fcf13a48-4908-4b76-be71-2e0195e228b8,DS002,LOAN,RC007,Resolved,Low,Issue with dSave Premium,2025-09-05,Email,v1.1,2025-09-07,12.740835323449746,1.0
TKT-007070,6b065115-22c9-495d-ad2b-0e4fd390426a,DL002,APP_CRASH,RC006,Closed,Medium,Issue with dInvest Auto,2025-09-01,Email,v1.1,2025-09-02,3.0476418863909465,2.0
TKT-007071,ed6f576f-42d8-4add-9354-f30f409c2120,DS002,PAYMENT,RC002,Closed,Low,Issue with dInvest Auto,2025-08-30,App,v1.1,2025-08-30,44.07286523981253,3.0
TKT-007072,1c27a7df-7129-4e0f-877d-41341a5123b0,DIN002,SAVING,RC003,Resolved,Medium,Issue with dInvest Auto,2025-08-17,Web,v1.1,2025-08-17,46.68837674932791,1.0
TKT-007073,1ba75cb5-b425-43cc-8547-0937989c6b6c,DI001,LOGIN,RC002,Resolved,Critical,Issue with dProtect Basic,2025-08-31,Web,v1.1,2025-09-01,27.4403587654674,1.0
TKT-007074,84618581-ecb3-4a78-9ab1-2a4c70e0bae3,DS002,LOAN,RC007,Closed,Low,Issue with dSave Premium,2025-09-08,Email,v1.1,2025-09-09,11.494022691958726,1.0
TKT-007075,fa7aaa8d-3fe3-4fdd-a85f-26e664390312,DIN001,APP_CRASH,RC002,Closed,Medium,Issue with dLoan Quick,2025-09-01,App,v1.1,2025-09-02,27.37409720132086,4.0
TKT-007076,11a0e905-ca87-45b5-9754-26a54a7c60bb,DS002,LOAN,RC007,Resolved,Low,Issue with dSave Plus,2025-09-06,App,v1.1,2025-09-07,6.040807462447349,4.0
TKT-007077,195036f1-21ef-4729-b00d-90864d5272ea,DL001,PAYMENT,RC005,In Progress,Medium,Issue with dSave Premium,2025-09-10,Phone,v1.1,,,
TKT-007078,f14c7265-8bc5-48dc-85c8-435db69f1894,DL002,SAVING,RC003,Open,Medium,Issue with dInvest Pro,2025-09-03,Web,v1.1,,,
TKT-007079,a2bafbbe-7313-41cb-a16a-d437b4e0a890,DI001,SAVING,RC005,Open,Medium,Issue with dSave Plus,2025-08-31,Email,v1.1,,,
TKT-007080,37a88934-23c9-44ab-babc-7d4b2a76ab82,DS001,PAYMENT,RC004,Open,Low,Issue with dProtect Plus,2025-09-01,App,v1.1,,,
TKT-007081,cdb2d35e-0509-41f1-9815-74f93967bad4,DIN001,LOGIN,RC001,Closed,High,Issue with dLoan Flexi,2025-08-25,Email,v1.1,2025-08-27,8.956724868269918,3.0
TKT-007082,272c7482-0002-472a-9130-38f51d5d8f65,DI002,ACCOUNT,RC004,Open,High,Issue with dLoan Quick,2025-08-20,Web,v1.1,,,
TKT-007083,3445e4d8-5813-4c0a-bed2-10415166acc5,DS001,SAVING,RC005,Closed,High,Issue with dInvest Pro,2025-08-21,Email,v1.1,2025-08-22,41.14786363848329,3.0
TKT-007084,2999bd49-724c-48e6-ba47-34863022a877,DS002,SAVING,RC007,Closed,Medium,Issue with dInvest Auto,2025-08-19,App,v1.1,2025-08-21,32.010065795068556,1.0
TKT-007085,01416aab-6bd7-420d-a55f-c444d34a8f9e,DL002,PAYMENT,RC005,Closed,High,Issue with dLoan Quick,2025-08-14,Web,v1.1,2025-08-14,49.13484355963212,1.0
TKT-007086,4fb2729a-f790-4aee-a005-98773f9c0be5,DI002,PAYMENT,RC002,Resolved,Low,Issue with dProtect Plus,2025-09-03,App,v1.1,2025-09-03,46.27178029866242,2.0
TKT-007087,3910bb60-1d2c-4d1d-bf8a-172c53d3ee4f,DI002,SAVING,RC001,Resolved,Critical,Issue with dProtect Basic,2025-09-01,Phone,v1.1,2025-09-03,42.71038585430022,2.0
TKT-007088,0577df27-576a-47c3-9f6f-8e610e035ea6,DS001,LOAN,RC003,Resolved,Low,Issue with dInvest Auto,2025-09-02,Email,v1.1,2025-09-02,24.288417135186886,3.0
TKT-007089,4ee87764-46bb-4f6f-bfeb-7a568286a291,DI002,TRANSFER,RC007,Open,Medium,Issue with dInvest Pro,2025-09-06,Email,v1.1,,,
TKT-007090,ff88ece7-2326-4745-954b-b76fbb235ebc,DIN002,PAYMENT,RC003,Open,High,Issue with dInvest Pro,2025-09-05,App,v1.1,,,
TKT-007091,605f5a6f-3a44-4d95-bc3e-c53f951e5ebe,DS001,LOGIN,RC004,Resolved,Medium,Issue with dProtect Plus,2025-09-08,Email,v1.1,2025-09-09,10.818546254390794,2.0
TKT-007092,6e7c12b5-76f8-4265-a5ba-f88780739ecb,DI002,LOAN,RC008,Open,Medium,Issue with dProtect Plus,2025-08-23,Web,v1.1,,,
TKT-007093,88a3a64a-eb15-44fc-b4f2-63cab80fc872,DS001,LOGIN,RC001,Closed,Low,Issue with dSave Plus,2025-08-24,Web,v1.1,2025-08-26,31.2822790012415,5.0
TKT-007094,63c9e6ef-1879-475d-9118-99c9c5efdacc,DIN001,ACCOUNT,RC002,Resolved,Medium,Issue with dProtect Plus,2025-09-10,App,v1.1,2025-09-11,38.862822539848324,1.0
TKT-007095,96d57278-52dd-4c90-8f4a-d88deb0b8863,DI001,TRANSFER,RC002,Closed,High,Issue with dInvest Auto,2025-09-09,App,v1.1,2025-09-09,27.37991828099373,1.0
TKT-007096,0aa22a84-98e8-4c55-84e0-578a94e1f1c2,DIN002,APP_CRASH,RC004,Closed,Medium,Issue with dLoan Flexi,2025-08-31,App,v1.2,2025-09-02,60.9926457672653,2.0
TKT-007097,ae2403b8-1476-4237-b05c-50ca7a6dd410,DL001,TRANSFER,RC008,In Progress,Medium,Issue with dProtect Plus,2025-08-13,App,v1.1,,,
TKT-007098,d0f16f10-cb36-4f00-b720-02f20d6b8436,DS001,LOAN,RC008,Closed,Medium,Issue with dSave Premium,2025-08-25,Web,v1.1,2025-08-25,60.079239210149524,4.0
TKT-007099,e0864418-7f3e-459b-9638-613769f35b2d,DIN001,ACCOUNT,RC008,Resolved,High,Issue with dLoan Flexi,2025-08-23,Web,v1.1,2025-08-24,3.3805165792940453,4.0
TKT-007100,c1452073-95db-4191-99aa-98f1041c0414,DI002,APP_CRASH,RC006,Closed,High,Issue with dInvest Pro,2025-09-06,Email,v1.1,2025-09-07,60.61396754259073,1.0
TKT-007101,60b08f1c-d584-4b24-b723-33f5cdafbd48,DIN001,LOAN,RC007,Closed,Low,Issue with dSave Plus,2025-09-07,App,v1.1,2025-09-07,25.99487878709805,1.0
TKT-007102,f44b1232-9cb8-4e21-aa91-7fab92027583,DL002,LOGIN,RC004,Open,Critical,Issue with dSave Premium,2025-08-25,Phone,v1.1,,,
TKT-007103,67e5630f-e5f5-4d49-a94e-9c0df14c8b95,DS001,PAYMENT,RC008,Closed,Critical,Issue with dSave Plus,2025-09-01,App,v1.1,2025-09-03,4.371635479904988,4.0
TKT-007104,7bfb2209-64df-4ab7-a1cd-ad14c10662c0,DS001,LOAN,RC003,Closed,Critical,Issue with dSave Premium,2025-09-03,Web,v1.1,2025-09-03,61.69007391846195,5.0
TKT-007105,dde7106f-569f-4167-9e8a-dc6e92b283f1,DIN002,ACCOUNT,RC001,Open,Medium,Issue with dSave Plus,2025-08-26,Phone,v1.1,,,
TKT-007106,609a1288-3d6e-442f-b354-46e395a9b2db,DS001,TRANSFER,RC006,Open,Low,Issue with dProtect Basic,2025-08-23,Web,v1.1,,,
TKT-007107,9b41332f-fe37-4e7b-b5de-8a4e3e13a44f,DI001,ACCOUNT,RC003,Closed,Medium,Issue with dProtect Plus,2025-08-28,Phone,v1.1,2025-08-30,69.96269376439335,1.0
TKT-007108,e156df17-22b6-495e-8a14-b309c173d1d9,DI002,ACCOUNT,RC008,Open,Medium,Issue with dInvest Auto,2025-08-23,Phone,v1.2,,,
TKT-007109,a38770d0-b189-4467-8f4e-bb8d2004749b,DS001,LOAN,RC002,Closed,Critical,Issue with dLoan Flexi,2025-08-20,Web,v1.1,2025-08-21,37.294248826532424,2.0
TKT-007110,8d8c3bda-bda2-49c6-bbbc-7c149309cf19,DL002,LOGIN,RC004,Resolved,Medium,Issue with dSave Premium,2025-09-10,Web,v1.1,2025-09-12,55.54946723339836,3.0
TKT-007111,195535d3-01e5-4ea3-a1e5-8589669942fe,DIN001,PAYMENT,RC002,Resolved,High,Issue with dLoan Flexi,2025-09-09,Phone,v1.1,2025-09-11,30.109753924705295,5.0
TKT-007112,8ddce35b-b936-40aa-975c-6a7e028fa293,DS002,ACCOUNT,RC003,Open,Critical,Issue with dLoan Flexi,2025-08-18,App,v1.1,,,
TKT-007113,70224fc2-50ed-446e-9968-bfd5b367a251,DL002,LOAN,RC008,Closed,High,Issue with dLoan Flexi,2025-09-01,Email,v1.1,2025-09-01,29.136177984160405,2.0
TKT-007114,f0f13f18-522e-4b3d-abb7-8c069e10f79f,DS002,APP_CRASH,RC005,Closed,Critical,Issue with dSave Premium,2025-08-29,Web,v1.1,2025-08-31,7.846644074739001,5.0
TKT-007115,faac21f1-e0eb-4ebb-ba69-65358b654937,DL001,TRANSFER,RC001,Closed,Medium,Issue with dProtect Basic,2025-08-30,Web,v1.1,2025-09-01,52.804516752556005,5.0
TKT-007116,805bf7e3-cd67-4b02-b1af-22496de8611d,DL001,APP_CRASH,RC008,Closed,Medium,Issue with dSave Plus,2025-09-03,Phone,v1.1,2025-09-04,40.321810008375834,2.0
TKT-007117,2b11bfdd-8a91-467d-a9b8-8af4e2284c0e,DS002,LOGIN,RC005,Closed,Low,Issue with dProtect Plus,2025-08-30,Phone,v1.1,2025-09-01,34.66629685313968,2.0
TKT-007118,93c60f06-7ddc-4775-a922-5e8f197f560d,DS002,TRANSFER,RC006,Closed,High,Issue with dSave Plus,2025-09-04,App,v1.1,2025-09-06,1.3389310334273703,2.0
TKT-007119,f1603266-972b-4e02-989a-5606b3ff9796,DIN001,APP_CRASH,RC008,Closed,Medium,Issue with dLoan Quick,2025-08-25,App,v1.1,2025-08-26,24.290031146510618,3.0
TKT-007120,df3cfcce-8fb6-432c-bbde-ed9d8d4ae384,DI001,TRANSFER,RC003,Closed,High,Issue with dLoan Quick,2025-08-28,App,v1.2,2025-08-30,10.293264389675317,3.0
TKT-007121,18de8663-d1be-4da7-9d00-6658c8cd5f6f,DIN002,SAVING,RC008,Resolved,Critical,Issue with dLoan Flexi,2025-09-04,App,v1.2,2025-09-04,18.613465315469416,2.0
TKT-007122,72f68fe1-aace-4a98-b32e-9280c2fd6177,DL001,ACCOUNT,RC002,Resolved,Medium,Issue with dProtect Plus,2025-08-30,App,v1.1,2025-08-30,67.45807914421157,3.0
TKT-007123,eef3f243-bda7-4ff6-b334-37c457b6b3ff,DS001,LOAN,RC006,Resolved,Low,Issue with dInvest Auto,2025-08-14,Email,v1.1,2025-08-16,34.18944091856518,1.0
TKT-007124,1dfbf1ca-f084-410c-8133-edb81c0e1cad,DS002,SAVING,RC002,In Progress,Low,Issue with dLoan Quick,2025-09-03,Web,v1.1,,,
TKT-007125,100c2b05-673d-4b3a-a66e-1fb126b7f281,DL001,APP_CRASH,RC005,Resolved,Low,Issue with dInvest Auto,2025-08-14,Phone,v1.1,2025-08-15,8.625054546951688,5.0
TKT-007126,34b17e00-3528-4d43-b4be-dc75860a0850,DIN001,APP_CRASH,RC007,Resolved,Medium,Issue with dSave Premium,2025-09-11,App,v1.1,2025-09-13,42.984384816308946,1.0
TKT-007127,14373c4d-cc33-4cf0-9181-4afde1466dbd,DS001,SAVING,RC005,Resolved,High,Issue with dInvest Auto,2025-08-23,Email,v1.1,2025-08-23,2.1576606186510454,1.0
TKT-007128,574d703b-743d-43f6-ba98-0dd7dbe1a5a8,DL002,LOAN,RC005,Open,Low,Issue with dProtect Plus,2025-09-06,Phone,v1.1,,,
TKT-007129,53baa443-29ea-4cbf-b79c-b875f3ba3f0a,DIN002,APP_CRASH,RC004,Closed,Medium,Issue with dSave Premium,2025-08-26,Email,v1.1,2025-08-26,33.715148233248726,1.0
TKT-007130,f57443d3-5ce6-4a95-8a7f-9e0a1b5001d7,DI001,SAVING,RC008,Closed,Low,Issue with dInvest Auto,2025-08-16,Web,v1.1,2025-08-18,2.3723385342160115,4.0
TKT-007131,bce16224-6ce4-40af-a63c-112e8373c5c7,DIN001,LOAN,RC002,Resolved,Medium,Issue with dSave Premium,2025-08-19,Phone,v1.1,2025-08-20,46.90456071922859,5.0
TKT-007132,278a9850-ec43-4284-9d54-734bf77f494c,DI001,TRANSFER,RC003,Closed,Low,Issue with dSave Premium,2025-08-20,Email,v1.1,2025-08-22,5.357531563965787,3.0
TKT-007133,f460bfc9-733e-46d5-8997-3c42eeb3dae4,DI001,ACCOUNT,RC005,Resolved,Medium,Issue with dLoan Quick,2025-08-30,App,v1.1,2025-08-30,15.484033589975999,2.0
TKT-007134,275878f3-1729-4f6b-8b67-1a9f1e322235,DS001,LOGIN,RC007,Closed,Medium,Issue with dSave Plus,2025-08-14,App,v1.1,2025-08-15,45.832464808101136,3.0
TKT-007135,0a63187f-92ec-4948-89fc-7d0c4d9a91d4,DIN002,ACCOUNT,RC007,In Progress,Low,Issue with dLoan Quick,2025-08-25,App,v1.1,,,
TKT-007136,258e0162-b287-4686-8de6-d57ecfcd1535,DI001,PAYMENT,RC004,Closed,Low,Issue with dSave Premium,2025-08-16,Email,v1.1,2025-08-18,31.36975481035476,1.0
TKT-007137,c93aa425-6cae-4383-9c64-bbd7368239f3,DL001,ACCOUNT,RC007,Closed,Low,Issue with dSave Premium,2025-08-13,App,v1.1,2025-08-14,35.22599950198119,4.0
TKT-007138,5d3ab5e8-571b-4ef0-bc06-2b22ef00bbde,DIN002,LOAN,RC004,Closed,Low,Issue with dInvest Auto,2025-08-21,Phone,v1.1,2025-08-21,14.408313809192444,4.0
TKT-007139,0ad721c5-a914-408c-8585-6a28f9a04218,DIN001,TRANSFER,RC005,Resolved,Medium,Issue with dSave Premium,2025-08-19,Phone,v1.1,2025-08-21,21.486761414614477,2.0
TKT-007140,8380186b-e05c-403e-96fd-6f59d04af9e7,DL001,LOAN,RC007,Closed,Medium,Issue with dProtect Basic,2025-08-20,Email,v1.1,2025-08-23,61.52877068719012,4.0
TKT-007141,f36450ac-2cba-498c-904d-27d3ccfae0aa,DIN001,LOGIN,RC003,Resolved,Medium,Issue with dSave Premium,2025-09-01,Email,v1.1,2025-09-02,66.63362863463082,2.0
TKT-007142,274a7225-5b00-4e93-8a1f-ed52b24fc2c4,DIN002,LOGIN,RC007,Open,Medium,Issue with dSave Plus,2025-08-18,Phone,v1.1,,,
TKT-007143,537551c0-da40-4016-8266-1dd74559a36a,DIN001,PAYMENT,RC001,Closed,Medium,Issue with dLoan Flexi,2025-08-23,Web,v1.1,2025-08-24,21.595473273123957,5.0
TKT-007144,5571276b-3347-4b1b-8bc8-5d3709cccf1a,DI001,PAYMENT,RC006,Resolved,Low,Issue with dSave Premium,2025-08-27,Phone,v1.1,2025-08-27,9.066106811837003,2.0
TKT-007145,874fbd63-b530-42bd-9e6b-098158329730,DL002,LOGIN,RC001,Resolved,Low,Issue with dInvest Auto,2025-09-02,Email,v1.1,2025-09-02,50.055889091926744,5.0
TKT-007146,8bdb46cd-d1a3-4312-92fb-ebf609e4715e,DS001,LOGIN,RC005,Resolved,Medium,Issue with dSave Premium,2025-08-24,Web,v1.1,2025-08-24,59.56223549349131,3.0
TKT-007147,3126cc0c-d9e8-4803-a0a0-a5de96476b0b,DS001,TRANSFER,RC007,In Progress,Medium,Issue with dInvest Pro,2025-09-01,App,v1.1,,,
TKT-007148,5bd4b369-d705-4fdd-a28f-142e3b232856,DS001,APP_CRASH,RC004,Resolved,High,Issue with dInvest Pro,2025-09-04,Phone,v1.1,2025-09-06,14.94437061429443,5.0
TKT-007149,a9e3cf79-eba8-43bd-98de-490002f56cdd,DS002,ACCOUNT,RC005,Closed,High,Issue with dInvest Pro,2025-09-05,Email,v1.1,2025-09-07,42.58512252587194,4.0
TKT-007150,9d3997a2-8939-431a-af27-865bcefd51e4,DI001,TRANSFER,RC008,Closed,Critical,Issue with dLoan Flexi,2025-09-11,Web,v1.1,2025-09-13,41.83532880693591,3.0
TKT-007151,badbe992-d9e4-43eb-bff9-f1bd665b2f93,DS002,SAVING,RC007,Open,High,Issue with dLoan Flexi,2025-08-21,Email,v1.1,,,
TKT-007152,0a398bf7-27a1-48a0-afff-a2f4b5ae329d,DL002,APP_CRASH,RC008,Closed,Medium,Issue with dLoan Flexi,2025-09-10,Email,v1.1,2025-09-10,71.14976952028668,1.0
TKT-007153,6e9e7841-499e-4051-8da8-101ed0960117,DI001,LOGIN,RC007,In Progress,High,Issue with dProtect Plus,2025-09-10,Web,v1.1,,,
TKT-007154,7a840d3b-66f1-410c-9ca9-b99cf05bfab9,DIN001,LOGIN,RC004,Closed,Medium,Issue with dInvest Auto,2025-08-19,Email,v1.1,2025-08-20,67.32951222070093,3.0
TKT-007155,f3b54a72-3672-467b-811d-f9a48014c4ea,DI001,LOGIN,RC006,Closed,Low,Issue with dSave Premium,2025-08-16,App,v1.1,2025-08-16,60.63085075202039,1.0
TKT-007156,8654e1ba-d900-4b8f-98ea-677300b2c0cd,DL002,LOGIN,RC001,In Progress,Medium,Issue with dProtect Plus,2025-08-30,Web,v1.1,,,
TKT-007157,9889479f-efee-4b09-bb0d-b4827a56034a,DS002,LOAN,RC005,Closed,Low,Issue with dLoan Quick,2025-08-15,App,v1.1,2025-08-15,24.03510378489512,4.0
TKT-007158,49f25841-ace2-434f-a878-574ef4c47f33,DL002,TRANSFER,RC007,Closed,Low,Issue with dSave Plus,2025-08-22,App,v1.1,2025-08-23,40.71163862495393,1.0
TKT-007159,2a653026-4196-42ef-a746-a5cb4221d548,DIN001,LOGIN,RC007,Closed,Medium,Issue with dProtect Plus,2025-09-10,Web,v1.1,2025-09-11,39.82187389700269,2.0
TKT-007160,ab912fb4-ff58-49d6-8d83-0a1107ab7470,DIN002,LOGIN,RC005,Resolved,Medium,Issue with dInvest Auto,2025-08-16,Phone,v1.2,2025-08-16,55.02335370005119,3.0
TKT-007161,061c05bf-42c1-47d7-9b29-cc930531a215,DL001,LOAN,RC008,Resolved,Low,Issue with dLoan Flexi,2025-08-13,App,v1.1,2025-08-15,9.836678694231264,3.0
TKT-007162,c10a0336-14bd-4af7-a88b-3442bdc9a04e,DI002,ACCOUNT,RC008,Closed,Medium,Issue with dInvest Pro,2025-08-13,Email,v1.1,2025-08-13,39.71832111628128,5.0
TKT-007163,d23d9e6c-76e2-4605-8373-6d2357fa4ed3,DIN002,PAYMENT,RC006,Closed,Medium,Issue with dInvest Auto,2025-08-13,Phone,v1.1,2025-08-14,38.21622637376605,4.0
TKT-007164,8d52ef98-0dfd-4e4c-b814-5f604d63099a,DL001,ACCOUNT,RC001,Resolved,Critical,Issue with dSave Plus,2025-08-18,App,v1.2,2025-08-18,49.884638569538666,2.0
TKT-007165,23c4811d-48b6-4fac-8731-01b746dd4d8a,DI002,PAYMENT,RC006,Open,Low,Issue with dInvest Auto,2025-09-04,Phone,v1.1,,,
TKT-007166,9ad4cc16-231e-4ec5-84aa-fa5939ec98dc,DI001,LOAN,RC005,Open,Low,Issue with dLoan Quick,2025-08-31,Web,v1.1,,,
TKT-007167,cc6bf4db-6c03-48b5-b982-f87fd4ea3a34,DL001,ACCOUNT,RC008,Closed,Medium,Issue with dProtect Basic,2025-08-29,App,v1.1,2025-08-31,21.646691019759967,2.0
TKT-007168,49d37678-36cf-4f14-a3eb-9e110606d8ad,DS001,SAVING,RC006,Resolved,Low,Issue with dLoan Flexi,2025-08-26,Phone,v1.1,2025-08-28,16.472846252384876,2.0
TKT-007169,f3624fb6-4a9f-45d5-9b5b-b3913134a617,DS001,TRANSFER,RC002,In Progress,Medium,Issue with dProtect Basic,2025-09-04,App,v1.1,,,
TKT-007170,534ce33a-f797-4352-8fc1-50f396f205b5,DS001,ACCOUNT,RC006,Closed,Critical,Issue with dProtect Plus,2025-09-02,App,v1.1,2025-09-03,32.5818025410073,1.0
TKT-007171,49c8a43f-7ed7-4ed7-b194-990b6961929e,DS002,ACCOUNT,RC008,Closed,Medium,Issue with dInvest Auto,2025-08-17,App,v1.1,2025-08-17,4.0388099811818226,3.0
TKT-007172,def78536-b6e5-49c8-91a9-68d12d407823,DS001,LOGIN,RC001,Resolved,Medium,Issue with dLoan Quick,2025-09-11,Web,v1.1,2025-09-12,51.529814217394026,1.0
TKT-007173,54f9bd2a-314b-488d-a609-c6d756154c58,DIN002,PAYMENT,RC002,In Progress,Low,Issue with dProtect Plus,2025-09-11,Web,v1.1,,,
TKT-007174,8ae9fab7-f260-45e1-837a-8214c4f1c39a,DI002,LOAN,RC008,Open,Medium,Issue with dProtect Plus,2025-09-01,Email,v1.1,,,
TKT-007175,17b07012-1ea3-4def-9fb0-4af382a0757f,DS002,APP_CRASH,RC004,Closed,Low,Issue with dLoan Quick,2025-08-27,Email,v1.1,2025-08-28,54.930107882535474,2.0
TKT-007176,cc5bf4d1-a3a8-48da-9313-b649f1d7e2e8,DI001,ACCOUNT,RC003,Closed,Low,Issue with dSave Plus,2025-08-18,Web,v1.1,2025-08-20,46.92271983320388,1.0
TKT-007177,942edd51-097d-4ea7-8ea4-a5624b9221fc,DS001,LOGIN,RC003,Closed,Low,Issue with dSave Premium,2025-08-13,Email,v1.1,2025-08-14,31.94369152008386,4.0
TKT-007178,de103707-2462-4318-9d57-a0d332de956f,DI002,PAYMENT,RC005,Closed,Medium,Issue with dLoan Quick,2025-09-03,Phone,v1.1,2025-09-04,12.477172573673467,2.0
TKT-007179,32dc0cc9-4c90-476a-a8ad-d837ff5b0a05,DS002,ACCOUNT,RC006,Resolved,Medium,Issue with dInvest Auto,2025-09-08,Phone,v1.1,2025-09-09,17.893191221288035,2.0
TKT-007180,d1c418fc-6d3a-45d2-a365-39b21e5edbcd,DIN002,LOAN,RC001,Closed,Medium,Issue with dLoan Flexi,2025-08-27,App,v1.1,2025-08-28,9.065347539638344,3.0
TKT-007181,ff9e6767-f6d7-45be-ae94-a7411e17400a,DI001,TRANSFER,RC005,Closed,Medium,Issue with dSave Plus,2025-08-24,Email,v1.1,2025-08-26,47.21626350113094,5.0
TKT-007182,ccedf718-88c9-4ab5-9429-834aaf3426f8,DI002,TRANSFER,RC003,Closed,Medium,Issue with dLoan Flexi,2025-08-29,Web,v1.2,2025-08-31,22.879318377138702,5.0
TKT-007183,0d4fc743-d57d-4102-b716-d7619179703b,DIN001,LOGIN,RC008,Open,Low,Issue with dSave Premium,2025-08-20,Email,v1.2,,,
TKT-007184,243191eb-5d9e-4717-bf08-6a9e569db57e,DL002,APP_CRASH,RC003,Closed,Medium,Issue with dProtect Plus,2025-08-21,Phone,v1.1,2025-08-21,11.716737759346739,1.0
