date,year,quarter,month,month_name,week,day_of_month,day_of_week,day_name,is_weekend,is_holiday
2025-06-17,2025,2,6,June,25,17,1,Tuesday,False,False
2025-06-18,2025,2,6,June,25,18,2,Wednesday,False,False
2025-06-19,2025,2,6,June,25,19,3,Thursday,False,False
2025-06-20,2025,2,6,June,25,20,4,Friday,False,False
2025-06-21,2025,2,6,June,25,21,5,Saturday,True,False
2025-06-22,2025,2,6,June,25,22,6,Sunday,True,False
2025-06-23,2025,2,6,June,26,23,0,Monday,False,False
2025-06-24,2025,2,6,June,26,24,1,Tuesday,False,False
2025-06-25,2025,2,6,June,26,25,2,Wednesday,False,False
2025-06-26,2025,2,6,June,26,26,3,Thursday,False,False
2025-06-27,2025,2,6,June,26,27,4,Friday,False,False
2025-06-28,2025,2,6,June,26,28,5,Saturday,True,False
2025-06-29,2025,2,6,June,26,29,6,Sunday,True,False
2025-06-30,2025,2,6,June,27,30,0,Monday,False,False
2025-07-01,2025,3,7,July,27,1,1,Tuesday,False,False
2025-07-02,2025,3,7,July,27,2,2,Wednesday,False,False
2025-07-03,2025,3,7,July,27,3,3,Thursday,False,False
2025-07-04,2025,3,7,July,27,4,4,Friday,False,False
2025-07-05,2025,3,7,July,27,5,5,Saturday,True,False
2025-07-06,2025,3,7,July,27,6,6,Sunday,True,False
2025-07-07,2025,3,7,July,28,7,0,Monday,False,False
2025-07-08,2025,3,7,July,28,8,1,Tuesday,False,False
2025-07-09,2025,3,7,July,28,9,2,Wednesday,False,False
2025-07-10,2025,3,7,July,28,10,3,Thursday,False,False
2025-07-11,2025,3,7,July,28,11,4,Friday,False,False
2025-07-12,2025,3,7,July,28,12,5,Saturday,True,False
2025-07-13,2025,3,7,July,28,13,6,Sunday,True,False
2025-07-14,2025,3,7,July,29,14,0,Monday,False,False
2025-07-15,2025,3,7,July,29,15,1,Tuesday,False,False
2025-07-16,2025,3,7,July,29,16,2,Wednesday,False,False
2025-07-17,2025,3,7,July,29,17,3,Thursday,False,False
2025-07-18,2025,3,7,July,29,18,4,Friday,False,False
2025-07-19,2025,3,7,July,29,19,5,Saturday,True,False
2025-07-20,2025,3,7,July,29,20,6,Sunday,True,False
2025-07-21,2025,3,7,July,30,21,0,Monday,False,False
2025-07-22,2025,3,7,July,30,22,1,Tuesday,False,False
2025-07-23,2025,3,7,July,30,23,2,Wednesday,False,False
2025-07-24,2025,3,7,July,30,24,3,Thursday,False,False
2025-07-25,2025,3,7,July,30,25,4,Friday,False,False
2025-07-26,2025,3,7,July,30,26,5,Saturday,True,False
2025-07-27,2025,3,7,July,30,27,6,Sunday,True,False
2025-07-28,2025,3,7,July,31,28,0,Monday,False,False
2025-07-29,2025,3,7,July,31,29,1,Tuesday,False,False
2025-07-30,2025,3,7,July,31,30,2,Wednesday,False,False
2025-07-31,2025,3,7,July,31,31,3,Thursday,False,False
2025-08-01,2025,3,8,August,31,1,4,Friday,False,False
2025-08-02,2025,3,8,August,31,2,5,Saturday,True,False
2025-08-03,2025,3,8,August,31,3,6,Sunday,True,False
2025-08-04,2025,3,8,August,32,4,0,Monday,False,False
2025-08-05,2025,3,8,August,32,5,1,Tuesday,False,False
2025-08-06,2025,3,8,August,32,6,2,Wednesday,False,False
2025-08-07,2025,3,8,August,32,7,3,Thursday,False,False
2025-08-08,2025,3,8,August,32,8,4,Friday,False,False
2025-08-09,2025,3,8,August,32,9,5,Saturday,True,False
2025-08-10,2025,3,8,August,32,10,6,Sunday,True,False
2025-08-11,2025,3,8,August,33,11,0,Monday,False,False
2025-08-12,2025,3,8,August,33,12,1,Tuesday,False,False
2025-08-13,2025,3,8,August,33,13,2,Wednesday,False,False
2025-08-14,2025,3,8,August,33,14,3,Thursday,False,False
2025-08-15,2025,3,8,August,33,15,4,Friday,False,False
2025-08-16,2025,3,8,August,33,16,5,Saturday,True,False
2025-08-17,2025,3,8,August,33,17,6,Sunday,True,False
2025-08-18,2025,3,8,August,34,18,0,Monday,False,False
2025-08-19,2025,3,8,August,34,19,1,Tuesday,False,False
2025-08-20,2025,3,8,August,34,20,2,Wednesday,False,False
2025-08-21,2025,3,8,August,34,21,3,Thursday,False,False
2025-08-22,2025,3,8,August,34,22,4,Friday,False,False
2025-08-23,2025,3,8,August,34,23,5,Saturday,True,False
2025-08-24,2025,3,8,August,34,24,6,Sunday,True,False
2025-08-25,2025,3,8,August,35,25,0,Monday,False,False
2025-08-26,2025,3,8,August,35,26,1,Tuesday,False,False
2025-08-27,2025,3,8,August,35,27,2,Wednesday,False,False
2025-08-28,2025,3,8,August,35,28,3,Thursday,False,False
2025-08-29,2025,3,8,August,35,29,4,Friday,False,False
2025-08-30,2025,3,8,August,35,30,5,Saturday,True,False
2025-08-31,2025,3,8,August,35,31,6,Sunday,True,False
2025-09-01,2025,3,9,September,36,1,0,Monday,False,False
2025-09-02,2025,3,9,September,36,2,1,Tuesday,False,False
2025-09-03,2025,3,9,September,36,3,2,Wednesday,False,False
2025-09-04,2025,3,9,September,36,4,3,Thursday,False,False
2025-09-05,2025,3,9,September,36,5,4,Friday,False,False
2025-09-06,2025,3,9,September,36,6,5,Saturday,True,False
2025-09-07,2025,3,9,September,36,7,6,Sunday,True,False
2025-09-08,2025,3,9,September,37,8,0,Monday,False,False
2025-09-09,2025,3,9,September,37,9,1,Tuesday,False,False
2025-09-10,2025,3,9,September,37,10,2,Wednesday,False,False
2025-09-11,2025,3,9,September,37,11,3,Thursday,False,False
2025-09-12,2025,3,9,September,37,12,4,Friday,False,False
2025-09-13,2025,3,9,September,37,13,5,Saturday,True,False
2025-09-14,2025,3,9,September,37,14,6,Sunday,True,False
2025-09-15,2025,3,9,September,38,15,0,Monday,False,False
2025-09-16,2025,3,9,September,38,16,1,Tuesday,False,False
2025-09-17,2025,3,9,September,38,17,2,Wednesday,False,False
2025-09-18,2025,3,9,September,38,18,3,Thursday,False,False
2025-09-19,2025,3,9,September,38,19,4,Friday,False,False
2025-09-20,2025,3,9,September,38,20,5,Saturday,True,False
2025-09-21,2025,3,9,September,38,21,6,Sunday,True,False
2025-09-22,2025,3,9,September,39,22,0,Monday,False,False
2025-09-23,2025,3,9,September,39,23,1,Tuesday,False,False
2025-09-24,2025,3,9,September,39,24,2,Wednesday,False,False
2025-09-25,2025,3,9,September,39,25,3,Thursday,False,False
2025-09-26,2025,3,9,September,39,26,4,Friday,False,False
2025-09-27,2025,3,9,September,39,27,5,Saturday,True,False
2025-09-28,2025,3,9,September,39,28,6,Sunday,True,False
2025-09-29,2025,3,9,September,40,29,0,Monday,False,False
2025-09-30,2025,3,9,September,40,30,1,Tuesday,False,False
2025-10-01,2025,4,10,October,40,1,2,Wednesday,False,False
2025-10-02,2025,4,10,October,40,2,3,Thursday,False,False
2025-10-03,2025,4,10,October,40,3,4,Friday,False,False
2025-10-04,2025,4,10,October,40,4,5,Saturday,True,False
2025-10-05,2025,4,10,October,40,5,6,Sunday,True,False
2025-10-06,2025,4,10,October,41,6,0,Monday,False,False
2025-10-07,2025,4,10,October,41,7,1,Tuesday,False,False
2025-10-08,2025,4,10,October,41,8,2,Wednesday,False,False
2025-10-09,2025,4,10,October,41,9,3,Thursday,False,False
2025-10-10,2025,4,10,October,41,10,4,Friday,False,False
2025-10-11,2025,4,10,October,41,11,5,Saturday,True,False
2025-10-12,2025,4,10,October,41,12,6,Sunday,True,False
2025-10-13,2025,4,10,October,42,13,0,Monday,False,False
2025-10-14,2025,4,10,October,42,14,1,Tuesday,False,False
2025-10-15,2025,4,10,October,42,15,2,Wednesday,False,False
2025-10-16,2025,4,10,October,42,16,3,Thursday,False,False
2025-10-17,2025,4,10,October,42,17,4,Friday,False,False
2025-10-18,2025,4,10,October,42,18,5,Saturday,True,False
2025-10-19,2025,4,10,October,42,19,6,Sunday,True,False
2025-10-20,2025,4,10,October,43,20,0,Monday,False,False
2025-10-21,2025,4,10,October,43,21,1,Tuesday,False,False
2025-10-22,2025,4,10,October,43,22,2,Wednesday,False,False
2025-10-23,2025,4,10,October,43,23,3,Thursday,False,False
2025-10-24,2025,4,10,October,43,24,4,Friday,False,False
2025-10-25,2025,4,10,October,43,25,5,Saturday,True,False
2025-10-26,2025,4,10,October,43,26,6,Sunday,True,False
2025-10-27,2025,4,10,October,44,27,0,Monday,False,False
2025-10-28,2025,4,10,October,44,28,1,Tuesday,False,False
2025-10-29,2025,4,10,October,44,29,2,Wednesday,False,False
2025-10-30,2025,4,10,October,44,30,3,Thursday,False,False
2025-10-31,2025,4,10,October,44,31,4,Friday,False,False
2025-11-01,2025,4,11,November,44,1,5,Saturday,True,False
2025-11-02,2025,4,11,November,44,2,6,Sunday,True,False
2025-11-03,2025,4,11,November,45,3,0,Monday,False,False
2025-11-04,2025,4,11,November,45,4,1,Tuesday,False,False
2025-11-05,2025,4,11,November,45,5,2,Wednesday,False,False
2025-11-06,2025,4,11,November,45,6,3,Thursday,False,False
2025-11-07,2025,4,11,November,45,7,4,Friday,False,False
2025-11-08,2025,4,11,November,45,8,5,Saturday,True,False
2025-11-09,2025,4,11,November,45,9,6,Sunday,True,False
2025-11-10,2025,4,11,November,46,10,0,Monday,False,False
2025-11-11,2025,4,11,November,46,11,1,Tuesday,False,False
