customer_uuid,product_code,activation_date,status,balance,credit_limit,interest_rate
ec4e3780-0515-4f82-ade4-b14fe5023bed,DIN002,2024-10-25,Active,,,2.2
ec4e3780-0515-4f82-ade4-b14fe5023bed,DL002,2025-01-16,Active,,184423.41,4.22
ec4e3780-0515-4f82-ade4-b14fe5023bed,DL001,2023-10-19,Active,,227320.47,3.64
2e20f411-b40a-4877-84d9-9de7791bdf35,DIN002,2025-05-24,Active,,,0.71
9ba7723b-79d7-4815-a2e1-a1c9ed4451e6,DI002,2024-02-10,Active,,,1.02
9ba7723b-79d7-4815-a2e1-a1c9ed4451e6,DIN002,2025-06-09,Inactive,,,3.45
9ba7723b-79d7-4815-a2e1-a1c9ed4451e6,DS002,2025-01-10,Active,303684.27,,2.37
b424d68c-40b7-48ce-9790-6dc19705c5a3,DI002,2024-03-01,Active,,,1.55
b424d68c-40b7-48ce-9790-6dc19705c5a3,DIN001,2023-11-15,Active,,,4.41
b424d68c-40b7-48ce-9790-6dc19705c5a3,DL001,2024-05-19,Inactive,,208533.26,4.9
efe1a7a4-b934-4913-8fcd-8f99c9a2ef76,DL001,2024-08-11,Active,,294051.19,2.53
c0691a02-8eeb-48d7-8f5a-62c70966bb97,DS002,2024-02-25,Active,138631.35,,0.58
c0691a02-8eeb-48d7-8f5a-62c70966bb97,DIN002,2024-09-01,Active,,,0.66
65d2e696-4024-4ce4-9891-702985536bcf,DL001,2024-02-17,Inactive,,200639.14,2.57
65d2e696-4024-4ce4-9891-702985536bcf,DS002,2025-07-11,Active,243445.43,,2.43
65d2e696-4024-4ce4-9891-702985536bcf,DI001,2025-09-06,Active,,,2.34
84fa6ee4-4cec-48f5-beda-cbebb04395cf,DIN002,2024-02-08,Active,,,4.76
84fa6ee4-4cec-48f5-beda-cbebb04395cf,DI001,2024-07-07,Active,,,2.88
84fa6ee4-4cec-48f5-beda-cbebb04395cf,DS001,2025-05-03,Active,118885.94,,2.36
2bf1976f-c96f-4fa9-b317-ab8b0327a2df,DIN001,2024-09-01,Active,,,4.37
bca20802-6a8d-4b0e-a9b2-521b0854abc4,DS002,2024-11-19,Active,89005.38,,3.9
fd7ee75c-f997-4697-afcd-df50a86de251,DS002,2023-11-13,Active,300924.81,,0.86
fd7ee75c-f997-4697-afcd-df50a86de251,DIN001,2024-11-07,Active,,,4.24
b03260fd-7b99-4b24-ab3c-61a4e5f310fd,DIN001,2024-01-03,Active,,,3.28
b03260fd-7b99-4b24-ab3c-61a4e5f310fd,DS002,2025-02-11,Active,353559.7,,3.34
b03260fd-7b99-4b24-ab3c-61a4e5f310fd,DL002,2025-06-05,Active,,174275.79,2.14
c2fae2e4-8a27-4ae0-8bc6-5d59b853096c,DL002,2023-12-11,Active,,191819.69,4.64
9040c294-cb3a-4ec0-971c-b91dcec258ae,DI001,2024-11-27,Active,,,3.94
49d5deec-da6a-4c2e-abc6-c400b2e7e413,DI001,2025-05-03,Active,,,2.57
49d5deec-da6a-4c2e-abc6-c400b2e7e413,DS001,2023-10-21,Active,162333.47,,0.84
2c110a43-6cc5-4999-b2f5-80bdf42050e8,DS001,2024-09-28,Active,75727.58,,1.17
2c110a43-6cc5-4999-b2f5-80bdf42050e8,DL001,2024-12-31,Active,,22573.84,0.68
2c110a43-6cc5-4999-b2f5-80bdf42050e8,DI002,2024-04-16,Active,,,3.35
71357619-e62e-45f4-8500-ca3cb7a1bdde,DI001,2025-01-18,Inactive,,,2.89
71357619-e62e-45f4-8500-ca3cb7a1bdde,DIN001,2024-02-02,Inactive,,,1.37
36384685-026d-425a-ace2-299133e377ac,DIN001,2025-10-05,Active,,,2.42
36384685-026d-425a-ace2-299133e377ac,DI002,2024-04-27,Active,,,3.46
36384685-026d-425a-ace2-299133e377ac,DIN002,2023-10-16,Inactive,,,1.63
a79eee15-5ef7-4476-8f0d-9243e85a3062,DS001,2024-08-01,Active,143674.42,,0.69
a79eee15-5ef7-4476-8f0d-9243e85a3062,DL002,2024-05-16,Active,,116263.19,2.98
ae836438-a071-4452-9497-8f51af169a4d,DIN002,2025-01-15,Active,,,1.16
ae836438-a071-4452-9497-8f51af169a4d,DI002,2024-04-23,Active,,,4.82
b0098e13-6299-495e-a23a-70b1d162ea9d,DL002,2024-09-07,Active,,245464.87,2.29
121076fb-8223-4df6-a0af-439ebb1ed04d,DIN001,2024-09-04,Active,,,4.94
69427775-993a-496e-a4fb-2390f6c3141c,DI002,2025-03-24,Inactive,,,0.54
3d0d5d3e-3e59-4f54-b892-a07fa45ac955,DI001,2024-08-18,Active,,,4.35
3d0d5d3e-3e59-4f54-b892-a07fa45ac955,DIN002,2025-08-20,Active,,,4.32
3bbbd9f3-4a34-4a5b-a353-afe654352af4,DS002,2023-11-25,Active,361091.23,,1.83
3bbbd9f3-4a34-4a5b-a353-afe654352af4,DIN002,2024-08-15,Active,,,3.56
37b7ab3c-5dce-4a04-8325-85140f9ef9cb,DI001,2024-12-21,Active,,,1.46
37b7ab3c-5dce-4a04-8325-85140f9ef9cb,DI002,2025-09-26,Active,,,2.96
e602e5e5-84c7-4487-af16-c6bd7d11338a,DI001,2025-03-04,Active,,,3.74
a021808d-23d1-4857-8639-607ccfab3ef9,DL001,2024-10-10,Active,,116080.36,4.32
e94adcc9-bdee-4f37-ba1f-c92a1c29a8f5,DI001,2025-03-12,Active,,,2.12
e94adcc9-bdee-4f37-ba1f-c92a1c29a8f5,DS001,2024-04-17,Active,90001.73,,4.22
17b86e65-2e92-4e89-9487-412bead7b3d2,DL002,2024-06-14,Active,,176020.2,4.44
17b86e65-2e92-4e89-9487-412bead7b3d2,DS002,2024-05-29,Active,54755.28,,0.74
17b86e65-2e92-4e89-9487-412bead7b3d2,DI001,2024-04-05,Active,,,2.97
4da16971-9e27-4795-a162-d60d01716ea1,DIN002,2025-07-22,Active,,,4.05
4da16971-9e27-4795-a162-d60d01716ea1,DIN001,2025-03-21,Active,,,0.72
e2d2aee3-3a1f-477e-a724-18846c88ae13,DL001,2025-02-09,Active,,183584.7,1.68
e2d2aee3-3a1f-477e-a724-18846c88ae13,DL002,2024-03-28,Active,,89298.88,3.7
b7a4c719-548e-4f6b-a9ce-1e4e19a692c9,DIN002,2024-09-15,Active,,,1.75
b7a4c719-548e-4f6b-a9ce-1e4e19a692c9,DI001,2025-05-29,Active,,,3.48
bcd709bd-c805-4016-8e79-f7db33bd0b9e,DI002,2024-10-15,Active,,,2.61
bcd709bd-c805-4016-8e79-f7db33bd0b9e,DI001,2024-09-27,Active,,,4.52
bcd709bd-c805-4016-8e79-f7db33bd0b9e,DIN002,2024-03-07,Active,,,3.47
217c82b1-c884-4ac6-a19a-4805e03a0ab6,DIN001,2023-11-30,Inactive,,,4.03
217c82b1-c884-4ac6-a19a-4805e03a0ab6,DI001,2024-04-28,Active,,,3.19
217c82b1-c884-4ac6-a19a-4805e03a0ab6,DS001,2023-11-21,Active,173840.35,,2.4
9a28538b-8569-4625-9058-dd611f643c0d,DL002,2025-01-06,Active,,132686.21,3.78
9a28538b-8569-4625-9058-dd611f643c0d,DS002,2024-06-10,Active,49946.84,,4.08
2195370d-748b-4d23-99fd-caf36af9eeb3,DS001,2024-10-24,Active,406140.24,,4.39
058601a3-e82e-42ac-9eed-4c6eb4f24dd1,DI002,2024-02-15,Inactive,,,2.7
058601a3-e82e-42ac-9eed-4c6eb4f24dd1,DL001,2024-08-02,Active,,215926.56,3.56
03c740da-9961-4952-be15-7ef5f68dd057,DIN001,2023-12-18,Active,,,1.47
c16d074a-2c24-49bf-be9c-05336d866f77,DIN002,2024-09-12,Active,,,4.26
c16d074a-2c24-49bf-be9c-05336d866f77,DI001,2025-02-02,Active,,,1.32
b6d2fc4c-8bb6-4132-88d1-e05ff34b1fed,DS002,2024-05-13,Active,123516.92,,0.64
b6d2fc4c-8bb6-4132-88d1-e05ff34b1fed,DIN002,2024-01-28,Active,,,4.28
b6d2fc4c-8bb6-4132-88d1-e05ff34b1fed,DI001,2024-10-13,Inactive,,,0.99
1f7543b4-6fd5-4251-a591-6bbbd1145872,DS002,2024-11-14,Active,247922.47,,2.84
28374d3f-a4ca-49df-90fd-2bdc30b8c774,DS001,2025-05-11,Active,486081.53,,3.1
28374d3f-a4ca-49df-90fd-2bdc30b8c774,DIN002,2024-12-04,Active,,,3.56
28374d3f-a4ca-49df-90fd-2bdc30b8c774,DS002,2025-09-10,Active,367541.97,,2.95
64f73300-df46-4fa7-9ae7-9fcdfd90899f,DIN001,2025-02-09,Active,,,1.98
495efe40-8151-4f6c-b963-3f3470c7556a,DS001,2024-01-17,Inactive,372602.0,,3.7
b951a832-2d80-4afd-9ebd-3e79673890e0,DL002,2025-07-09,Active,,93575.38,4.0
b951a832-2d80-4afd-9ebd-3e79673890e0,DL001,2024-02-09,Active,,224502.81,1.43
b951a832-2d80-4afd-9ebd-3e79673890e0,DI001,2024-07-23,Active,,,2.64
ea0744f7-24b5-4020-b001-072bba7eee6e,DL002,2024-11-23,Inactive,,258698.72,3.34
ea0744f7-24b5-4020-b001-072bba7eee6e,DIN001,2024-06-01,Active,,,0.81
ea0744f7-24b5-4020-b001-072bba7eee6e,DIN002,2025-01-18,Active,,,1.15
9ad64879-2f9d-428b-81ae-b8d4f3896fad,DS002,2025-05-03,Inactive,82494.92,,3.15
9ad64879-2f9d-428b-81ae-b8d4f3896fad,DI002,2024-03-07,Active,,,4.72
1f6266e8-76dc-41d8-8ea7-edfba739e329,DIN001,2025-09-12,Active,,,2.26
1f6266e8-76dc-41d8-8ea7-edfba739e329,DI001,2025-02-10,Active,,,3.31
73836f74-f318-4fc0-a107-e2b7fdcf0131,DIN001,2025-08-07,Active,,,2.26
73836f74-f318-4fc0-a107-e2b7fdcf0131,DIN002,2025-07-22,Active,,,0.94
c7629201-f16e-49b5-996b-4d4eecc63423,DI002,2024-04-15,Active,,,1.99
998d8548-e8ff-4d86-a9d1-fc5baa6a6ffe,DL002,2024-08-12,Active,,267771.0,1.54
998d8548-e8ff-4d86-a9d1-fc5baa6a6ffe,DI002,2024-07-22,Active,,,3.67
998d8548-e8ff-4d86-a9d1-fc5baa6a6ffe,DIN002,2024-03-17,Inactive,,,3.47
2a988265-47dc-44ae-9271-cd591d38b051,DS002,2025-01-25,Active,215433.61,,4.43
1b90ad82-9935-489b-b54e-5a0515fca5ef,DI002,2025-07-11,Inactive,,,3.9
1b90ad82-9935-489b-b54e-5a0515fca5ef,DIN002,2024-04-11,Active,,,3.4
787fc9a4-ea1a-4671-8483-24130a355ece,DS002,2024-09-19,Active,327539.84,,4.0
787fc9a4-ea1a-4671-8483-24130a355ece,DIN002,2025-09-26,Active,,,1.86
787fc9a4-ea1a-4671-8483-24130a355ece,DIN001,2025-01-07,Active,,,3.5
fa7e2829-6d91-4ea8-b578-90ba6774424f,DI001,2024-07-08,Active,,,4.16
fa7e2829-6d91-4ea8-b578-90ba6774424f,DS001,2024-11-28,Active,433587.39,,2.18
e0f130fe-6f3c-49ce-a560-543bc0ef41d6,DI001,2024-09-11,Active,,,4.53
e0f130fe-6f3c-49ce-a560-543bc0ef41d6,DL001,2025-03-12,Active,,112273.27,1.42
1c7abb7f-30c9-496c-99ca-bae398320286,DL001,2024-12-04,Inactive,,186364.12,4.93
551a8995-eade-4163-bcc1-77cc0a83a23a,DIN002,2025-01-02,Active,,,3.38
551a8995-eade-4163-bcc1-77cc0a83a23a,DI001,2024-06-10,Active,,,3.88
62197285-97b9-4c42-acfd-f1c01c2f1bfe,DI001,2025-09-17,Active,,,4.71
62197285-97b9-4c42-acfd-f1c01c2f1bfe,DS001,2025-05-15,Active,65885.54,,3.56
62197285-97b9-4c42-acfd-f1c01c2f1bfe,DIN002,2025-05-11,Active,,,2.22
66e89b24-f827-4155-926f-4484e076b4a3,DIN002,2024-12-28,Active,,,4.16
66e89b24-f827-4155-926f-4484e076b4a3,DL002,2024-03-30,Active,,137929.36,4.31
66e89b24-f827-4155-926f-4484e076b4a3,DS001,2024-06-28,Active,84274.19,,4.24
347f3ce5-df1e-4756-a387-21614cea8e22,DI002,2024-09-19,Inactive,,,4.41
347f3ce5-df1e-4756-a387-21614cea8e22,DS001,2025-08-03,Active,169597.42,,2.26
d6d80656-51f2-40f0-9f0b-657d09e2681d,DI002,2023-11-10,Active,,,4.97
d6d80656-51f2-40f0-9f0b-657d09e2681d,DIN001,2024-02-05,Active,,,1.03
d47071c2-bfb5-4bec-8611-2b566cfe3951,DL001,2025-06-07,Active,,29494.98,4.61
d47071c2-bfb5-4bec-8611-2b566cfe3951,DIN001,2024-02-28,Active,,,0.94
d47071c2-bfb5-4bec-8611-2b566cfe3951,DL002,2024-09-04,Active,,264232.45,2.13
c86e19e1-ef8e-433d-8ed2-3d1a31b0e0cb,DIN001,2025-06-06,Active,,,2.93
ce64debe-20e7-418a-8f8d-a52b05e3d107,DS001,2025-09-08,Active,180076.97,,2.17
ce64debe-20e7-418a-8f8d-a52b05e3d107,DL001,2024-09-07,Active,,183871.74,3.66
ce64debe-20e7-418a-8f8d-a52b05e3d107,DS002,2023-12-01,Active,69515.58,,3.87
20a44284-2421-4447-8ff9-f60826b2f8ae,DI001,2024-05-29,Active,,,1.77
20a44284-2421-4447-8ff9-f60826b2f8ae,DS001,2025-07-16,Active,385131.84,,2.24
20a44284-2421-4447-8ff9-f60826b2f8ae,DIN002,2025-02-18,Inactive,,,2.26
648f9a33-1408-4749-b7ee-fa7381ebc466,DL001,2025-09-25,Active,,142766.91,0.57
648f9a33-1408-4749-b7ee-fa7381ebc466,DIN002,2025-06-14,Active,,,3.75
ea29488a-e272-425b-9c5d-64325a66c8f8,DIN001,2025-06-02,Active,,,1.29
ea29488a-e272-425b-9c5d-64325a66c8f8,DS002,2025-08-12,Active,342775.79,,2.3
0ef5c994-86ee-44cb-a4dd-0c9f8d9c9189,DS002,2024-08-12,Active,247254.14,,2.4
cc49bb3c-6042-432f-a66e-c41081b6aa39,DL002,2025-06-29,Active,,242674.16,4.43
cc49bb3c-6042-432f-a66e-c41081b6aa39,DS001,2025-09-02,Active,499070.08,,4.97
0a63187f-92ec-4948-89fc-7d0c4d9a91d4,DS002,2024-04-09,Active,408718.38,,0.72
9c6a678d-8ca1-4c52-9f47-09a4e73f05d1,DL001,2024-11-12,Active,,254483.84,4.05
bfbd7034-56b7-4660-9e7f-5354b2dd5d2c,DS002,2024-05-12,Active,339312.02,,3.41
bfbd7034-56b7-4660-9e7f-5354b2dd5d2c,DIN001,2025-07-18,Active,,,1.87
b68a5b7e-618b-4586-9183-da2f2f1067d4,DI002,2024-12-11,Active,,,0.82
b68a5b7e-618b-4586-9183-da2f2f1067d4,DIN002,2025-04-07,Active,,,0.67
b68a5b7e-618b-4586-9183-da2f2f1067d4,DIN001,2023-11-04,Inactive,,,3.59
c7adff65-2ab9-4c20-a386-f348b2d77a42,DI001,2024-04-04,Active,,,2.98
0d0d70c8-bffe-4267-ae45-7639f0fa25b5,DIN002,2025-05-25,Active,,,4.96
0d0d70c8-bffe-4267-ae45-7639f0fa25b5,DI002,2024-11-15,Inactive,,,3.08
0d0d70c8-bffe-4267-ae45-7639f0fa25b5,DS001,2024-06-11,Active,316742.32,,2.56
590c7f4f-9442-497a-8f7a-c6053c3e783b,DIN002,2024-03-05,Active,,,2.24
590c7f4f-9442-497a-8f7a-c6053c3e783b,DS002,2025-03-29,Active,225719.68,,4.57
3797db60-2407-455c-8c83-355a67cfc9f5,DL001,2024-01-25,Active,,158212.35,0.85
63e57c7f-48e6-4822-99c6-41d2793741e4,DL001,2024-01-12,Active,,125322.57,4.4
63e57c7f-48e6-4822-99c6-41d2793741e4,DL002,2025-09-12,Active,,167035.7,1.6
63e57c7f-48e6-4822-99c6-41d2793741e4,DI002,2023-11-25,Active,,,4.66
5f00678f-94ae-4ff1-845d-83aae556cc93,DS002,2025-01-02,Active,393433.21,,4.18
5f00678f-94ae-4ff1-845d-83aae556cc93,DI001,2024-09-21,Active,,,1.62
5f00678f-94ae-4ff1-845d-83aae556cc93,DL002,2024-11-07,Active,,258717.36,0.84
5fb8456f-0a23-4a83-b5c5-dd7d60211aef,DL002,2025-08-13,Active,,113245.16,2.58
5fb8456f-0a23-4a83-b5c5-dd7d60211aef,DS002,2024-09-05,Active,318000.67,,0.94
67a73b73-f621-43dd-9051-6bbfb1cb1ae0,DIN002,2024-03-26,Active,,,3.88
67a73b73-f621-43dd-9051-6bbfb1cb1ae0,DI002,2024-09-02,Active,,,4.57
a6713333-94f6-43a4-964b-c8f5615d8678,DL002,2024-11-05,Inactive,,204509.66,4.33
a6713333-94f6-43a4-964b-c8f5615d8678,DS001,2025-07-19,Active,465320.63,,1.39
a6713333-94f6-43a4-964b-c8f5615d8678,DI002,2025-09-17,Active,,,2.79
92a0cc10-12e1-42cb-9c83-c74feebafb57,DL002,2024-02-04,Active,,144144.1,4.49
92a0cc10-12e1-42cb-9c83-c74feebafb57,DIN002,2025-07-14,Active,,,3.19
a02352a4-8f29-40e8-accf-23e127a0ad52,DIN001,2023-12-18,Active,,,1.19
a02352a4-8f29-40e8-accf-23e127a0ad52,DL001,2025-07-12,Active,,131141.47,2.68
71e9cde2-371d-49fd-b37e-92e165c264be,DI001,2025-01-30,Active,,,3.49
71e9cde2-371d-49fd-b37e-92e165c264be,DL001,2024-03-28,Active,,133068.78,2.45
34946e8f-27bf-49e9-9a1d-b79a3d804f62,DI002,2024-03-31,Active,,,1.38
34946e8f-27bf-49e9-9a1d-b79a3d804f62,DIN001,2025-02-09,Active,,,4.25
978ae488-ba33-4520-b4f7-bdc7af801060,DIN002,2023-10-29,Active,,,1.87
978ae488-ba33-4520-b4f7-bdc7af801060,DS001,2025-09-01,Inactive,255317.11,,2.54
9ecad68d-0115-4a8f-80d6-d16eb502e71e,DS002,2025-05-12,Inactive,406211.1,,1.44
e87feb8e-2e0d-4e66-811f-10b7dce82eb0,DS001,2023-12-03,Active,52364.87,,2.85
e87feb8e-2e0d-4e66-811f-10b7dce82eb0,DI001,2024-01-16,Active,,,3.65
5a0524b2-67bc-4d71-a500-75fece7b434d,DL001,2024-01-14,Inactive,,162521.09,3.13
5a0524b2-67bc-4d71-a500-75fece7b434d,DI001,2025-06-15,Active,,,3.04
5a0524b2-67bc-4d71-a500-75fece7b434d,DIN001,2025-04-28,Active,,,3.77
d679beda-c6e5-436b-8dda-24e242cc583a,DL002,2024-01-30,Inactive,,105637.67,1.47
c149c8d8-a7cc-4865-99b4-4a39797c0994,DS002,2024-10-10,Inactive,388199.46,,1.46
c149c8d8-a7cc-4865-99b4-4a39797c0994,DL002,2025-08-07,Active,,187365.28,0.5
f8d3fd11-b508-4a6b-868d-d40027187cb4,DL002,2025-04-14,Active,,195651.88,4.21
b31aeeae-6763-4d5b-af5a-9b0d2672793e,DIN002,2024-09-18,Active,,,1.23
5247a092-d93e-4b08-afe2-6180302dc72b,DL001,2025-01-17,Active,,239320.62,3.31
5247a092-d93e-4b08-afe2-6180302dc72b,DIN001,2025-06-07,Active,,,1.49
5247a092-d93e-4b08-afe2-6180302dc72b,DS001,2024-08-17,Active,161523.06,,1.77
2c712dc0-33d6-4d05-b824-39753b9f2475,DS002,2023-11-29,Active,250775.97,,4.68
2c712dc0-33d6-4d05-b824-39753b9f2475,DI002,2023-11-09,Active,,,1.38
2c712dc0-33d6-4d05-b824-39753b9f2475,DL002,2024-04-02,Active,,121232.76,3.77
b425b7af-dcd7-424b-8b68-93562f8f2546,DS002,2025-05-30,Active,81304.68,,3.49
b425b7af-dcd7-424b-8b68-93562f8f2546,DL001,2025-05-16,Active,,234040.08,1.5
b425b7af-dcd7-424b-8b68-93562f8f2546,DIN001,2025-06-28,Active,,,0.91
18b1ca76-1ce0-4991-a0be-4aa22fba326c,DIN002,2025-06-27,Active,,,1.46
18b1ca76-1ce0-4991-a0be-4aa22fba326c,DS001,2024-10-05,Active,29503.8,,2.54
18b1ca76-1ce0-4991-a0be-4aa22fba326c,DI001,2024-05-18,Inactive,,,4.98
48ce7edb-8213-4f3f-b8dc-664d093f268c,DIN002,2024-02-12,Active,,,2.03
48ce7edb-8213-4f3f-b8dc-664d093f268c,DI002,2025-04-29,Inactive,,,2.57
10909093-13fc-4689-8db6-03d4c653ff7a,DIN002,2025-10-04,Active,,,3.28
10909093-13fc-4689-8db6-03d4c653ff7a,DI001,2024-02-15,Active,,,2.38
10909093-13fc-4689-8db6-03d4c653ff7a,DI002,2025-06-03,Active,,,4.31
9672663f-0f0a-4d5b-9457-0a44096b9227,DI001,2024-10-17,Active,,,1.64
355424bc-9b6b-4d30-89ad-08e3975a1cf2,DI001,2023-11-05,Active,,,4.63
355424bc-9b6b-4d30-89ad-08e3975a1cf2,DIN001,2023-12-27,Active,,,3.67
9f3204af-d414-463f-8898-010d1b9e2c84,DS002,2023-10-20,Inactive,126808.3,,4.65
9f3204af-d414-463f-8898-010d1b9e2c84,DI002,2024-05-07,Active,,,2.86
91e03adb-adaa-482e-bab8-1c9329ce9c06,DS001,2025-05-07,Active,308504.75,,2.8
dc4104b7-9d69-4f94-b4e3-0d04850fc9c1,DL001,2025-07-21,Active,,56810.48,3.65
dc4104b7-9d69-4f94-b4e3-0d04850fc9c1,DIN001,2025-06-04,Active,,,3.67
057fdd20-a50a-4a29-bcda-835f71a0cff8,DS001,2024-04-25,Active,106545.34,,1.79
41323f77-4033-41db-8e30-aaf99c7d7f9a,DIN002,2023-12-22,Active,,,3.15
1c27a7df-7129-4e0f-877d-41341a5123b0,DL001,2024-03-01,Active,,211756.8,4.02
2d15420b-a2bc-4715-8087-be6a4514c416,DIN001,2024-03-30,Inactive,,,3.48
1c795e97-b8fd-4f3a-8a0f-c0176ac05fc2,DL001,2023-10-24,Inactive,,225031.19,0.85
1c795e97-b8fd-4f3a-8a0f-c0176ac05fc2,DIN001,2025-05-25,Active,,,2.74
1c795e97-b8fd-4f3a-8a0f-c0176ac05fc2,DI002,2023-11-13,Active,,,4.66
c9f1fcd5-ce9f-4fb9-8e66-d0b2d6769a4d,DS002,2025-05-25,Active,221072.88,,2.29
c9f1fcd5-ce9f-4fb9-8e66-d0b2d6769a4d,DIN001,2024-08-03,Active,,,3.7
cd3540c3-6b02-4f00-8ae5-3eaa24635e04,DS002,2024-03-30,Inactive,436727.54,,1.52
cd3540c3-6b02-4f00-8ae5-3eaa24635e04,DS001,2024-04-25,Inactive,154293.15,,4.21
cd565fd7-7f2e-4b76-b4ad-5405fc5a7531,DL002,2024-02-13,Active,,49151.21,1.28
cd565fd7-7f2e-4b76-b4ad-5405fc5a7531,DIN002,2024-06-29,Active,,,2.01
8fdd80bb-780e-4b07-bff7-9cf69034cda9,DIN002,2023-12-10,Active,,,1.62
8fdd80bb-780e-4b07-bff7-9cf69034cda9,DS001,2023-10-18,Active,95546.35,,3.44
8fdd80bb-780e-4b07-bff7-9cf69034cda9,DI002,2025-05-18,Active,,,0.7
4c4d0ce9-3945-4ffd-8c90-9d20f1328b40,DI002,2024-08-05,Active,,,2.83
4c4d0ce9-3945-4ffd-8c90-9d20f1328b40,DL001,2025-06-04,Active,,267651.61,4.27
069b7acb-67c2-4e7f-be98-f5a8229038ee,DL001,2023-12-15,Active,,169603.59,4.45
258760fb-2ba6-4e38-bd22-0779d5e88b32,DS001,2023-12-12,Active,69518.06,,3.65
e7da1f4b-d9e8-481b-b3fa-45f71f93dff4,DS002,2024-05-11,Active,83150.46,,2.66
e7da1f4b-d9e8-481b-b3fa-45f71f93dff4,DI001,2025-10-07,Active,,,4.3
04a1ca6b-aa63-43fd-af81-ce8edea36492,DI002,2025-08-12,Active,,,0.75
8c639dd3-b300-4623-9364-598a7c724046,DS002,2023-11-24,Active,219388.15,,2.1
8c639dd3-b300-4623-9364-598a7c724046,DS001,2024-05-13,Active,230565.85,,1.63
ba5eb250-5397-4925-b957-9a7290bd5535,DIN001,2024-09-17,Inactive,,,2.84
254f1820-6019-455a-aff9-941a24014239,DIN002,2024-06-07,Active,,,3.53
254f1820-6019-455a-aff9-941a24014239,DI002,2023-12-26,Active,,,4.66
254f1820-6019-455a-aff9-941a24014239,DS001,2024-07-29,Active,78564.51,,1.25
9c3ed659-e5e7-4dad-8e52-5868dee5c6ba,DS002,2024-04-08,Inactive,180107.36,,1.49
284a8354-8664-46f5-b7df-5f552e4f17ac,DIN001,2025-01-10,Active,,,4.02
284a8354-8664-46f5-b7df-5f552e4f17ac,DI001,2025-02-24,Active,,,2.42
284a8354-8664-46f5-b7df-5f552e4f17ac,DL002,2024-08-01,Inactive,,232943.61,3.72
501f8252-b4f4-4510-91f5-14ccc786a0aa,DS001,2024-07-04,Active,204227.12,,2.76
e4175d28-cf4d-4a1c-9c69-d6962e417aaf,DIN002,2024-09-11,Active,,,3.92
e13ce0b0-9052-4da1-a867-2c0e1ef5e8a0,DI001,2024-12-02,Active,,,1.6
67c05bff-bf57-48a8-a9ca-074f78e31002,DI001,2024-11-23,Active,,,3.67
67c05bff-bf57-48a8-a9ca-074f78e31002,DL002,2025-10-04,Active,,37461.78,4.63
f142c5a1-844c-471a-8db7-bec50820bb7c,DIN002,2024-09-03,Active,,,1.5
b7ebf347-58af-45f1-9958-d1e2377302e2,DI001,2024-08-27,Active,,,2.75
b7ebf347-58af-45f1-9958-d1e2377302e2,DL002,2025-02-02,Active,,54923.53,3.69
1ee07f95-9a4a-4ea8-a760-08d9aeecbc41,DIN002,2025-04-01,Active,,,1.72
92d04259-7f1c-461c-bc49-cccb1e719517,DS002,2024-01-10,Inactive,179806.01,,2.95
92d04259-7f1c-461c-bc49-cccb1e719517,DS001,2024-02-15,Active,54541.2,,0.77
92d04259-7f1c-461c-bc49-cccb1e719517,DIN002,2025-01-12,Inactive,,,1.84
686042f9-da08-4857-b05c-232579e7f36c,DS001,2024-11-18,Active,441450.46,,2.15
686042f9-da08-4857-b05c-232579e7f36c,DS002,2024-08-04,Inactive,327780.14,,2.62
686042f9-da08-4857-b05c-232579e7f36c,DI002,2025-08-29,Active,,,2.55
c69ec79d-cb1e-4137-a7e5-95813934774e,DI001,2024-07-15,Active,,,4.72
c69ec79d-cb1e-4137-a7e5-95813934774e,DL002,2025-03-08,Active,,171752.0,1.66
55f81a6f-5f0e-4de2-9933-6f8bf6eb0a2e,DI001,2025-02-04,Inactive,,,2.77
55f81a6f-5f0e-4de2-9933-6f8bf6eb0a2e,DS002,2023-11-02,Active,422940.39,,4.14
55f81a6f-5f0e-4de2-9933-6f8bf6eb0a2e,DS001,2025-09-24,Active,274477.82,,3.32
7fed1ec8-92f7-401c-ac45-20ff8aa96347,DI002,2024-04-27,Active,,,4.83
7fed1ec8-92f7-401c-ac45-20ff8aa96347,DL001,2024-12-01,Active,,265976.2,4.51
638af5f3-4229-4e91-ba96-93b66e80b766,DL002,2024-11-08,Active,,107751.27,0.65
638af5f3-4229-4e91-ba96-93b66e80b766,DI001,2025-03-15,Active,,,0.81
638af5f3-4229-4e91-ba96-93b66e80b766,DI002,2025-06-11,Inactive,,,2.97
42fd68fb-cff8-4b63-a2d7-8c4ff0bf6023,DL002,2025-07-04,Active,,194486.69,4.85
42fd68fb-cff8-4b63-a2d7-8c4ff0bf6023,DI001,2024-04-17,Active,,,4.36
42fd68fb-cff8-4b63-a2d7-8c4ff0bf6023,DS002,2024-07-18,Active,214897.46,,2.72
24ccf9d8-c25e-4d20-aca2-0b1ee17ff03f,DIN001,2023-10-17,Active,,,1.24
24ccf9d8-c25e-4d20-aca2-0b1ee17ff03f,DS002,2023-11-09,Active,248597.11,,3.06
7e528516-f7f3-4822-962d-ab07cfb18950,DS001,2025-08-18,Active,350865.5,,4.02
7e528516-f7f3-4822-962d-ab07cfb18950,DI001,2023-11-25,Active,,,1.34
325049e0-ccc3-477c-be47-99ef19ac234c,DS002,2025-03-16,Active,144431.65,,2.36
